doc_id,word,TFIDFVector,TFIDFFieldVector,BM25plusVector,BM25plusFieldVector
0,hackgu,0.2972646950204423,0.3462069885682746,0.25819780725136987,0.2918001564003051
0,vol,0.2745051237204615,0.3197002328960969,0.24107989230709936,0.2724544837504893
0,1,0.13990644348930673,0.16294093881010482,0.12616507320318904,0.14258443355835732
0,rebirth,0.33617243914407796,0.3915205866869566,0.2841858937181415,0.3211703814083194
0,year,0.06289271200036356,0.048953780074380386,0.07030370210899835,0.06161604323340748
0,after,0.06666616994704568,0.05189092532645239,0.0744818115918694,0.06527785003458222
0,event,0.07012222239562145,0.05458101176273335,0.07830078608656711,0.06862490133506355
0,of,0.006086305690216869,0.004737395808636845,0.005572602414419478,0.004883977671006798
0,first,0.044003321833154946,0.03425085150645111,0.04929134644791411,0.04320025322505472
0,hack,0.20844076123589866,0.1494484694896014,0.1945453766344064,0.16034587269075518
0,installment,0.08006050837245407,0.062316672231999645,0.08923211064477592,0.07820540629243754
0,popular,0.061520759828272716,0.04788589410208021,0.06878266984890326,0.060282969914564
0,but,0.055022629001905084,0.04282794609426153,0.06156611297307545,0.05395818662266908
0,dangerous,0.08602897430097312,0.06696234514310682,0.09575141908852561,0.08391910242609514
0,online,0.0560926598192629,0.043660825638483454,0.06275573256633762,0.05500080102405733
0,world,0.07357172970622089,0.057266003662066224,0.06413062018556036,0.05620578927426017
0,ha,0.0457991104145003,0.035648638888727706,0.05129435306761961,0.04495574175231933
0,been,0.06748922575679177,0.05253156701318738,0.07539200149435582,0.06607556478785744
0,resurrected,0.16018796847769853,0.12468545766278456,0.16776972941546722,0.14703787412067745
0,haseo,0.14164821993351717,0.11025467953286512,0.15242760888474038,0.1335916297045897
0,terror,0.13080316226237143,0.10181321547063528,0.14232201243593995,0.12473481492798978
0,death,0.10141835604704436,0.07894097327848601,0.11233222932359468,0.09845096760020776
0,player,0.04066420037671289,0.0316517806090256,0.035498417314702664,0.031111761548333967
0,are,0.036221930063185616,0.028194052089414206,0.04060270937728724,0.03558529951247334
0,thrown,0.16018796847769853,0.12468545766278456,0.16776972941546722,0.14703787412067745
0,into,0.045066264482117216,0.03507821383531169,0.050477051800563166,0.04423943708137053
0,his,0.07056362025884345,0.054924582476003694,0.06740274874667372,0.059073570185345696
0,quest,0.07012222239562145,0.05458101176273335,0.07830078608656711,0.06862490133506355
0,revenge,0.09605097616237276,0.07476316751860167,0.10659408242166321,0.09342190231654897
0,in,0.010133875435455209,0.007887901373462356,0.009741918771492315,0.008538077941755871
0,search,0.10141835604704436,0.07894097327848601,0.11233222932359468,0.09845096760020776
0,mysterious,0.07304299805628002,0.05685445497722942,0.08152179493286642,0.07144787956202898
0,pk,0.16018796847769853,0.12468545766278456,0.16776972941546722,0.14703787412067745
0,killer,0.13080316226237143,0.10181321547063528,0.14232201243593995,0.12473481492798978
0,tri,0.14164821993351717,0.11025467953286512,0.15242760888474038,0.1335916297045897
0,edge,0.10141835604704436,0.07894097327848601,0.11233222932359468,0.09845096760020776
0,this,0.05753537610188286,0.04478379224880704,0.054994812194679006,0.04819892301755125
0,time,0.04043173052982871,0.03147083312884336,0.04530509956437913,0.039706599933025735
0,will,0.03866753935710074,0.030097640211381175,0.043334952869376,0.03797991072187635
0,interact,0.11714000546081678,0.09117822849183851,0.1287471056107136,0.11283740382813294
0,real,0.06086030149970453,0.0473718133646359,0.06805009772186006,0.0596409241261146
0,virtual,0.17171620359807785,0.13365868633712658,0.1621507776482308,0.14211327463828177
0,with,0.021902123121600517,0.01704794855166423,0.02098769517083854,0.01839417689570643
0,fellow,0.14164821993351717,0.11025467953286512,0.15242760888474038,0.1335916297045897
0,through,0.045066264482117216,0.03507821383531169,0.050477051800563166,0.04423943708137053
0,various,0.07875550793315361,0.06130089945848473,0.08780165133686295,0.07695171352924071
0,chat,0.12310847138933582,0.0958239014029457,0.13477404289327924,0.11811957271863963
0,mail,0.14164821993351717,0.11025467953286512,0.15242760888474038,0.1335916297045897
0,fully,0.082878607502863,0.06451019514856657,0.09231522224156433,0.08090752768494411
0,voiced,0.12310847138933582,0.0958239014029457,0.13477404289327924,0.11811957271863963
0,video,0.08960056560429937,0.06974236352071457,0.0996321601205344,0.08732028757044484
0,clip,0.12310847138933582,0.0958239014029457,0.13477404289327924,0.11811957271863963
0,together,0.07875550793315361,0.06130089945848473,0.08780165133686295,0.07695171352924071
0,haseos,0.16018796847769853,0.12468545766278456,0.16776972941546722,0.14703787412067745
0,partner,0.12310847138933582,0.0958239014029457,0.13477404289327924,0.11811957271863963
0,login,0.16018796847769853,0.12468545766278456,0.16776972941546722,0.14703787412067745
0,to,0.003734889514211266,0.0029071247536558895,0.004225775782293609,0.0037035828197611123
0,challenge,0.06586768667305083,0.05126941015649138,0.07359839589947523,0.06450360091451116
0,solve,0.09860025691663542,0.07674745036191907,0.10932632591375195,0.09581651352595197
0,mystery,0.11226341371819008,0.08738243734071584,0.12372980854727063,0.10844011060598295
0,new,0.02266284811389073,0.017640073820001274,0.02543520543250943,0.02229209373853884
0,environment,0.06509235113159896,0.05066591247968796,0.07274022414063863,0.06375147625239615
0,r2,0.16018796847769853,0.12468545766278456,0.16776972941546722,0.14703787412067745
0,email,6.711974233359739e-05,6.390187783768753e-05,0.00011283908645134848,0.00011275174677633343
0,friend,6.711974233359739e-05,6.390187783768753e-05,0.00011283908645134848,0.00011275174677633343
0,cyberconnect2,0.19833526997675852,0.25066717253152787,0.18584553534139767,0.22916137089788563
0,bandai,0.13555422402501652,0.1713209862524096,0.12880591989821974,0.15882728164233817
0,rpg,0.09783430869738602,0.1340740007769922,0.09329795193948433,0.12045197566927415
0,october,0.04732793812886948,0.06671219186099371,0.05299886535539487,0.07052495800238971
0,24,0.082878607502863,0.11682346164855123,0.09231522224156433,0.1228427651782714
0,2006,0.037827243970035916,0.053320268261640685,0.04239631497216784,0.056416270665761784
0,teen,0.038904331201373495,0.04916946291308229,0.03722409398956309,0.0459000771442254
0,read,0.006322738700944777,0.0035056214614853664,0.007127236802612483,0.005184575476016233
0,strategy,0.004358759272878184,0.0010410675563861068,0.0049252884658241205,0.0026737253369534734
0,datasetvideogamehackguhtml,0.16018796847769853,0.325358960354467,0.16776972941546722,0.28920411708864185
1,hackgu,0.3446804417773637,0.3551896802213338,0.28626668800472255,0.2934554450305538
1,vol,0.13338277489069741,0.10088149578406756,0.15171415895468823,0.13266022816152875
1,of,0.0029573522373333226,0.0022367364714598677,0.0035068983995378174,0.0030664635722031305
1,installment,0.08163940826184299,0.061746395868056615,0.09512073632543175,0.08317442927388981
1,world,0.031438980646180836,0.023778268191766892,0.036857504287474585,0.03222853398739952
1,haseo,0.24456107666265364,0.18496906549221304,0.22829583574037754,0.1996239366603264
1,his,0.04249791730342705,0.03214248218175536,0.04977565546838108,0.04352428182591212
1,in,0.010333728960362708,0.007815717099923927,0.01010797592760043,0.00883850526572936
1,mysterious,0.07448350329283403,0.0563341648093323,0.08690159971060918,0.07598754212950147
1,real,0.06206054772920664,0.04693830136036202,0.07254087520230448,0.06343039516996458
1,with,0.01319085690015463,0.009976650852043389,0.015499016039024944,0.013552479334709489
1,to,0.0038085465114093622,0.002880520885466787,0.004504644135989382,0.003938901437968769
1,email,6.8443433075771e-05,6.331709483761431e-05,0.00012028558903273795,0.0001188870922332596
1,friend,0.0001436362297314464,0.00011277997980988393,0.00019537993801389535,0.0001750450838639982
1,cyberconnect2,0.20224670574195996,0.24837325087956658,0.19282876828946308,0.22913455108833922
1,bandai,0.13822753392112178,0.16975318255545627,0.13364586260702235,0.15880869335484568
1,rpg,0.09976373160914324,0.1328470541040738,0.09680366613796634,0.11977391673156226
1,teen,0.03967157644474411,0.048719500141920294,0.038622806738471925,0.04589470524702322
1,read,0.006447431531886024,0.003473540591490034,0.0075975790299196025,0.005572496146852188
1,strategy,0.004444719812896291,0.0010315404715882433,0.005250319219158518,0.0029120533398927844
1,vol3,0.3428022075251493,0.38793767815561775,0.2904918886234945,0.3182985218883973
1,redemption,0.389794236512299,0.4016789856279422,0.3150799591924995,0.3229922778982874
